G_64_4
,26858,100000,0.628269,3861,0.617114,0.0111546
G_64_44
,868874,100000,0.636752,1346,0.479084,0.157668
G_64_45
,177709,100000,0.489753,2104,0.467229,0.0225236
G_64_46
,77620,100000,0.614951,2699,0.601973,0.0129775
G_64_48
,237967,100000,0.782725,1286,0.740143,0.0425822
G_64_49
,142684,100000,0.372341,1143,0.351101,0.0212404
G_64_50
,22509,100000,0.446802,1062,0.436122,0.0106806
G_64_51
,578265257,100000,76.6014,1702,0.501781,76.0996
G_64_52
,64680,100000,0.516035,5605,0.502219,0.013816
G_64_54
,78872,100000,0.478541,2252,0.464471,0.0140698
G_64_55
,623669,100000,0.668309,1822,0.558816,0.109493
G_64_56
,18861,100000,0.520393,1559,0.511671,0.00872199
G_64_57
,184331,100000,0.309788,185,0.281506,0.0282823
G_64_58
,167268,100000,0.464742,1739,0.433172,0.0315701
G_64_59
,20921,100000,0.531188,2034,0.521745,0.00944327
G_64_60
,31170,100000,0.705106,2176,0.692189,0.0129172
G_64_61
,68106068,100000,10.4181,1884,0.560869,9.85719
G_64_63
,49174,100000,0.611526,2930,0.598292,0.0132337
G_64_64
,73849,100000,0.494326,891,0.473614,0.0207116
G_64_65
,134118834,100000,19.0231,2601,0.590568,18.4326
G_64_66
,162452,100000,0.68409,1408,0.645354,0.0387363
G_64_67
,40894,100000,0.631178,2910,0.621261,0.00991728
G_64_68
,41217,100000,0.53919,1354,0.528351,0.0108394
G_64_70
,1384034,100000,0.827739,2403,0.50552,0.322219
G_64_71
,70515,100000,0.564181,2688,0.544917,0.0192638
G_64_73
,4520287,100000,1.34982,2436,0.692119,0.657704
G_64_75
,49198,100000,0.692979,2112,0.677309,0.0156702
G_64_76
,22571,100000,0.430919,1385,0.421849,0.0090694
G_64_77
,5194115,100000,1.35984,2004,0.478138,0.881704
G_64_78
,374639,100000,0.707246,5189,0.655541,0.0517044
G_64_79
,20570,100000,0.479396,810,0.469319,0.0100778
G_64_80
,112841,100000,0.61562,1642,0.591475,0.0241455
G_64_81
,28431,100000,0.539118,1422,0.527813,0.0113055
G_64_83
,73601,100000,0.480782,4084,0.466488,0.0142939
G_64_84
,20030,100000,0.550757,2711,0.541436,0.00932156
G_64_85
,22517,100000,0.566788,2007,0.558381,0.00840717
G_64_86
,10972,100000,0.454356,1432,0.446345,0.0080113
G_64_87
,122970,100000,0.538556,1634,0.51901,0.0195461
G_64_88
,80334,100000,0.501022,3081,0.484145,0.0168769
G_64_91
,35716,100000,0.457572,2502,0.447561,0.0100116
G_64_92
,64938,100000,0.616733,1877,0.603369,0.0133636
G_64_93
,125529,100000,0.608487,2954,0.586746,0.0217408
G_64_94
,337548983,100000,59.0921,3519,0.532194,58.5599
G_64_95
,12986,100000,0.511355,780,0.503496,0.00785861
G_64_97
,9419,100000,0.539096,2848,0.531458,0.00763887
G_64_98
,24909,100000,0.522968,1759,0.511148,0.0118203
G_64_99
,10118,100000,0.588969,895,0.580429,0.00853983
G_64_100
,107980,100000,0.704844,939,0.677089,0.0277559
G_64_101
,72899,100000,0.437899,1822,0.424754,0.0131456
G_64_102
,12552,100000,0.653792,1062,0.644933,0.00885894
G_64_103
,87844,100000,0.427137,2666,0.408589,0.0185482
G_64_104
,59023716,100000,8.91358,2439,0.562179,8.3514
G_64_105
,19315,100000,0.581214,4842,0.572486,0.00872793
G_64_106
,37165,100000,0.510432,1734,0.500864,0.00956789
G_64_107
,70568,100000,0.727772,5075,0.714817,0.0129553
G_64_108
,324238,100000,0.552992,1050,0.484271,0.0687212
G_64_109
,124872,100000,0.497689,1594,0.472411,0.0252781
G_64_113
,47221,100000,0.167839,90,0.155256,0.0125827
G_64_114
,52850018,100000,10.993,1395,0.446941,10.546
G_64_115
,390140044,100000,68.4347,3451,0.707644,67.7271
G_64_116
,20176,100000,0.473551,791,0.463197,0.0103549
G_64_117
,71488,100000,0.504095,1524,0.47309,0.0310053
G_64_118
,2025610,100000,0.90815,2195,0.521081,0.387069
G_64_122
,28114,100000,0.479833,1465,0.469636,0.0101972
G_64_123
,65891,100000,0.551706,2715,0.539668,0.0120381
G_64_126
,32097,100000,0.432014,1946,0.420883,0.0111304
G_64_130
,250196,100000,0.538391,1893,0.507318,0.0310737
G_64_131
,14798,100000,0.659439,1404,0.65097,0.00846977
G_64_133
,11016074,100000,2.83945,1315,0.483644,2.35581
G_64_135
,110134,100000,0.504528,2703,0.48227,0.0222586
G_64_136
,97098,100000,0.549941,1871,0.528616,0.0213251
G_64_138
,59658,100000,0.611107,1937,0.593077,0.0180308
G_64_139
,1254151,100000,0.764527,1367,0.591349,0.173178
G_64_141
,13823,100000,0.40421,956,0.394917,0.00929361
G_64_144
,1867629,100000,0.898917,1578,0.574612,0.324305
G_64_145
,32790,100000,0.546967,1989,0.537525,0.00944238
G_64_146
,1285961706,100000,359.027,1449,0.672634,358.354
G_64_150
,32070789,100000,6.3176,914,0.609358,5.70824
G_64_151
,1212543,100000,0.77836,3439,0.618357,0.160003
G_64_153
,1376456993,100000,153.393,4748,0.519493,152.874
G_64_154
,26036,100000,0.539155,1889,0.53013,0.00902441
G_64_156
,151000,100000,0.755951,1730,0.732782,0.0231689
G_64_157
,1513834,100000,0.597961,1047,0.407054,0.190907
G_64_158
,127153,100000,0.489269,958,0.453036,0.0362329
G_64_159
,668359612,100000,114.185,3378,0.579174,113.606
G_64_161
,150746,100000,0.448797,794,0.415365,0.0334317
G_64_164
,1799544,100000,0.727573,1537,0.483835,0.243739
G_64_167
,98470,100000,0.676143,1305,0.651988,0.0241554
G_64_168
,941,768,0.23708,79,0.236872,0.00020773
G_64_170
,92889,100000,0.571231,2216,0.553864,0.017367
G_64_171
,2341193,100000,0.88698,1562,0.47391,0.41307
G_64_172
,78592,100000,0.666934,2623,0.652851,0.0140827
G_64_173
,74591,100000,0.495566,1001,0.47939,0.016176
G_64_174
,9150,100000,0.595849,696,0.582749,0.0131
G_64_175
,103233,100000,0.515605,1612,0.498927,0.0166777
G_64_176
,200297,100000,0.597583,1443,0.571397,0.0261864
G_64_177
,16837,100000,0.717019,1291,0.708011,0.00900781
G_64_178
,14123,100000,0.593873,1505,0.585879,0.00799403
G_64_179
,915314591,100000,143.004,749,0.471741,142.532
G_64_181
,3867107,100000,1.15302,3123,0.622724,0.530294
G_64_182
,94720,100000,0.514875,2945,0.499193,0.0156819
G_64_183
,120710,100000,0.626054,3006,0.606147,0.0199064
G_64_184
,82440378,100000,13.2114,3223,0.491005,12.7204
G_64_185
,36800,100000,0.521815,1463,0.509033,0.012782
G_64_187
,140776,100000,0.504136,830,0.475449,0.0286869
G_64_188
,33130,100000,0.522902,2513,0.513562,0.00933966
G_64_189
,20132,100000,0.528342,3142,0.519689,0.00865343
G_64_192
,16027,100000,0.530698,2401,0.522478,0.00821961
G_64_194
,57337,100000,0.601699,1444,0.590293,0.0114055
G_64_195
,86000,100000,0.572024,1645,0.555686,0.0163384
G_64_197
,12370,100000,0.160787,166,0.153071,0.00771619
G_64_198
,61344,100000,0.507853,1574,0.491215,0.0166387
G_64_199
,1004279446,100000,202.651,1304,0.576173,202.075
G_64_200
,10963,100000,0.7609,1192,0.750902,0.00999812
G_64_203
,64641,100000,0.747884,1530,0.73571,0.012174
G_64_204
,16391,100000,0.578905,977,0.569217,0.00968847
G_64_205
,23728,100000,0.394789,104,0.383972,0.0108174
G_64_206
,108990,100000,0.363617,1508,0.346621,0.0169959
G_64_207
,28682,100000,0.542173,1600,0.53336,0.00881322
G_64_209
,35228,100000,0.524727,3579,0.514761,0.00996507
G_64_210
,43254,100000,0.527849,1945,0.517363,0.0104854
G_64_211
,208235,100000,0.480491,866,0.437996,0.0424946
G_64_212
,26461,100000,0.326223,819,0.316336,0.0098872
G_64_213
,1215329,100000,0.661858,1939,0.460054,0.201803
G_64_214
,22638,100000,0.598047,1797,0.58805,0.00999743
G_64_216
,16004894,100000,2.9789,1070,0.422545,2.55635
G_64_218
,45299,100000,0.71668,7027,0.70604,0.0106397
G_64_219
,3734755,100000,1.08017,3496,0.515924,0.564246
G_64_220
,569689,100000,0.637705,2057,0.527944,0.109761
G_64_221
,28119,100000,0.482002,2703,0.473254,0.00874831
G_64_222
,14746,100000,0.531114,810,0.522745,0.00836883
G_64_223
,230625,100000,0.646809,2309,0.616164,0.030645
G_64_225
,52376,100000,0.576009,5452,0.564677,0.0113323
G_64_226
,11435,100000,0.713064,1549,0.704754,0.00831029
G_64_229
,155347,100000,0.493331,3795,0.472024,0.0213076
G_64_230
,50927,100000,0.790499,1232,0.77343,0.0170687
G_64_231
,15374,100000,0.576777,6712,0.569006,0.00777074
G_64_234
,53022,100000,0.515375,928,0.503159,0.012216
G_64_235
,6368,100000,0.547789,2919,0.540505,0.00728467
G_64_236
,9925,100000,0.602979,2027,0.594997,0.00798255
G_64_238
,17185,100000,0.508291,1718,0.500304,0.00798703
G_64_239
,62113,100000,0.560083,2513,0.547671,0.0124118
G_64_240
,12765,100000,0.627681,2179,0.619869,0.00781157
G_64_241
,21292,100000,0.718803,3522,0.710109,0.00869458
G_64_242
,5502668,100000,1.89653,1297,0.878875,1.01766
G_64_243
,21867,100000,0.584992,1804,0.574813,0.0101785
G_64_245
,38204,100000,0.51837,1337,0.504294,0.014076
G_64_246
,6893086,100000,1.63053,2190,0.641224,0.989309
G_64_247
,2143386,100000,0.862391,1018,0.489775,0.372616
G_64_250
,266038,100000,0.540403,1300,0.494327,0.0460758
G_64_251
,9065424,100000,2.40318,1289,0.611354,1.79183
G_64_252
,229639,100000,0.542132,2407,0.508366,0.0337662
G_64_253
,38089,100000,0.702505,2041,0.690175,0.0123301
G_64_255
,123095,100000,0.520311,2669,0.503062,0.0172499
G_64_256
,46465534,100000,10.5645,2010,0.465497,10.099
G_64_257
,9088,100000,0.676347,711,0.660962,0.0153845
G_64_259
,40418,100000,0.472066,3240,0.460886,0.0111805
G_64_263
,24451,100000,0.658077,2791,0.649489,0.00858831
G_64_264
,60578,100000,0.640242,1510,0.62853,0.011712
G_64_266
,25775,100000,0.228434,100,0.216164,0.0122695
G_64_267
,96619,100000,0.71204,3611,0.696488,0.0155517
G_64_269
,12919,100000,0.656509,1506,0.648359,0.00814998
G_64_270
,30906,100000,0.677614,2205,0.668078,0.00953641
G_64_273
,48077,100000,1.0277,1370,1.01082,0.0168728
G_64_275
,247,576,0.2174,79,0.217284,0.000115653
G_64_277
,71990,100000,0.599953,2463,0.587506,0.0124472
G_64_278
,198509,100000,0.677952,1404,0.630682,0.0472698
G_64_281
,68316304,100000,11.4181,2326,0.456716,10.9613
G_64_282
,112624,100000,0.66098,7094,0.645188,0.0157925
G_64_283
,41880,100000,0.548107,5042,0.538561,0.00954616
G_64_284
,4715,100000,0.481044,1799,0.474303,0.00674084
G_64_285
,102708769,100000,15.6401,1077,0.441594,15.1985
G_64_286
,102934,100000,0.582078,1468,0.560847,0.0212311
G_64_287
,33166414,100000,5.08789,1387,0.467228,4.62066
G_64_288
,35945786,100000,7.40715,1623,0.529992,6.87716
G_64_290
,29799,100000,0.472909,2424,0.463181,0.00972805
G_64_291
,35275,100000,0.623806,1308,0.610732,0.0130742
G_64_292
,17118,100000,0.557946,1843,0.549948,0.00799879
G_64_293
,18702,100000,0.579315,957,0.570009,0.00930561
G_64_299
,29512,100000,0.498233,1931,0.487258,0.0109753
G_64_300
,14421668,100000,2.37962,2102,0.599958,1.77966
G_64_301
,2897810,100000,1.02557,3609,0.63391,0.391662
G_64_302
,423002,100000,0.516108,1296,0.456887,0.059221
G_64_304
,93510,100000,0.576552,1385,0.558117,0.0184347
G_64_305
,11915,100000,0.550373,1715,0.541659,0.00871377
G_64_306
,11616,100000,0.651518,2615,0.64303,0.0084879
G_64_307
,13507,100000,0.585248,2142,0.577349,0.00789956
G_64_309
,1154432615,100000,146.463,1286,0.511463,145.952
G_64_310
,203503,100000,0.533035,2229,0.506432,0.0266024
G_64_311
,8537703,100000,2.2199,1048,0.478222,1.74167
G_64_312
,8949,100000,0.479022,1642,0.472036,0.00698642
G_64_313
,13320,100000,0.510156,3711,0.500948,0.00920873
G_64_314
,13297,100000,0.462693,1310,0.454487,0.00820512
G_64_318
,1391282792,100000,302.168,2064,0.521823,301.646
G_64_319
,9920,100000,0.738814,1321,0.731415,0.00739844
G_64_320
,865960578,100000,142.405,4415,0.471978,141.933
G_64_322
,1759983,100000,1.02775,1111,0.600713,0.427038
G_64_325
,32581,100000,0.673632,1707,0.662857,0.0107749
G_64_326
,250716,100000,0.614239,2489,0.572126,0.0421128
G_64_327
,16977,100000,0.564125,1576,0.555822,0.00830265
G_64_328
,49134178,100000,7.14944,1891,0.452503,6.69694
G_64_330
,73255,100000,0.662876,2065,0.647744,0.0151324
G_64_332
,31084573,100000,5.44494,2892,0.519669,4.92528
G_64_333
,65558,100000,0.608179,1666,0.590677,0.0175015
G_64_334
,5963,10240,0.351902,82,0.350285,0.00161695
G_64_335
,254193,100000,0.383681,945,0.355825,0.0278554
G_64_336
,46898221,100000,7.08364,2490,0.545407,6.53823
G_64_337
,1917,1280,0.114347,83,0.113772,0.000574883
G_64_339
,67577,100000,0.511624,4071,0.498223,0.0134011
G_64_340
,26572,100000,0.600397,2198,0.591118,0.00927939
G_64_342
,19455,100000,0.699346,1546,0.689852,0.00949459
G_64_343
,70908,100000,0.406322,1288,0.393852,0.01247
G_64_346
,1020566,100000,0.52077,1175,0.383309,0.137461
G_64_347
,152693,100000,0.496638,2035,0.471,0.0256379
G_64_349
,78025,100000,0.632746,771,0.611554,0.0211921
G_64_351
,37006,100000,0.639618,3239,0.630509,0.00910906
G_64_352
,45666,100000,0.616151,3601,0.605186,0.0109644
G_64_353
,192038,100000,0.585299,1671,0.539398,0.0459012
G_64_354
,39337,100000,0.505148,3255,0.494608,0.0105399
G_64_355
,29296,100000,0.621675,5565,0.612232,0.00944273
G_64_356
,14074,100000,0.595004,1619,0.587319,0.0076853
G_64_357
,23025,100000,0.567532,2233,0.557005,0.0105276
G_64_358
,67336,100000,0.647587,1727,0.633987,0.0136005
G_64_359
,20943016,100000,4.77957,1313,0.403699,4.37587
G_64_360
,168186,100000,0.457497,2804,0.434291,0.0232064
G_64_362
,85918,100000,0.396787,1265,0.381175,0.0156118
G_64_364
,239936,1920,0.649755,590,0.612319,0.0374367
G_64_366
,500371,100000,0.775425,1476,0.692229,0.0831959
G_64_367
,2708652670,100000,499.683,3025,0.577998,499.105
G_64_368
,14782,100000,0.512348,814,0.500586,0.0117612
G_64_372
,33372,100000,0.657526,3132,0.648114,0.00941188
G_64_374
,66690,100000,0.486364,1066,0.468973,0.0173906
G_64_375
,18110,100000,0.445261,1388,0.437066,0.00819513
G_64_377
,168995,100000,0.642502,2217,0.618914,0.0235873
G_64_378
,102422993,100000,16.3972,2500,0.604924,15.7922
G_64_379
,925096634,100000,241.272,723,0.374651,240.897
G_64_380
,14007,100000,0.656127,2252,0.647961,0.00816542
G_64_381
,59443,100000,0.406372,1177,0.387075,0.0192975
G_64_382
,25206,100000,0.620831,1659,0.610016,0.0108149
G_64_383
,26179,100000,0.518502,832,0.507309,0.0111929
G_64_384
,192128,100000,0.463319,890,0.434886,0.0284336
G_64_385
,44894,100000,0.634149,1850,0.621696,0.0124528
G_64_386
,111556,100000,0.4913,2804,0.470426,0.0208734
G_64_387
,20484,100000,0.403996,1954,0.394475,0.00952122
G_64_388
,15793,100000,0.531704,1798,0.523317,0.00838672
G_64_389
,39562,100000,0.4836,791,0.468164,0.0154367
G_64_390
,201849,100000,0.603369,2049,0.55826,0.045109
G_64_391
,70441,100000,0.587437,1914,0.569124,0.0183124
G_64_393
,9677,100000,0.554231,2318,0.546591,0.00764
G_64_394
,17275,100000,0.542965,963,0.533407,0.00955807
G_64_395
,214129,100000,0.542308,1564,0.507879,0.0344291
G_64_398
,9202,100000,0.597959,1458,0.590076,0.00788256
G_64_399
,20796,100000,0.301546,701,0.291333,0.0102138
