G_96_6
,161185587,100000,32.6566,2538,0.718572,31.938
G_96_158
,2283541619,100000,349.996,2931,0.962817,349.033
G_96_160
,868149,100000,0.490365,658,0.387077,0.103288
G_96_162
,1610,8064,0.489288,124,0.488483,0.00080451
G_96_163
,466293,100000,1.01609,2042,0.945829,0.0702591
G_96_174
,48696,100000,0.869218,2418,0.858386,0.0108321
G_96_177
,56449,100000,0.596566,1145,0.584425,0.0121413
G_96_179
,18455,100000,0.811528,1864,0.802338,0.00918974
G_96_181
,28821,100000,0.78936,3326,0.777572,0.0117876
G_96_183
,68190,100000,0.919714,3313,0.904108,0.0156061
G_96_189
,28141,100000,0.842186,2183,0.832449,0.00973726
G_96_193
,50903,100000,0.492626,450,0.481328,0.0112979
G_96_199
,29284,100000,0.855344,2039,0.846198,0.00914543
G_96_200
,84848,100000,0.896399,2754,0.882399,0.0140001
G_96_201
,4255675074,100000,539.792,5854,0.72662,539.065
G_96_202
,203484,100000,0.904532,1347,0.875716,0.0288153
G_96_206
,12543072,100000,2.50846,1580,0.771022,1.73744
G_96_214
,27286,100000,0.685554,1209,0.66925,0.0163038
G_96_215
,21262,100000,0.904333,3805,0.894817,0.00951609
G_96_216
,61945,100000,0.627156,2059,0.61522,0.0119355
G_96_219
,552106,100000,0.95717,2103,0.840584,0.116585
G_96_226
,272730,100000,0.727829,1494,0.69639,0.031439
G_96_232
,760778531,100000,151.586,1812,0.755672,150.831
G_96_233
,116313,100000,0.882206,2272,0.864362,0.0178445
G_96_239
,34530299,100000,6.32187,3091,0.776372,5.5455
G_96_249
,54891,100000,0.692695,3316,0.673521,0.0191741
G_96_251
,32275,100000,0.860908,2279,0.850773,0.0101346
G_96_260
,2513989,100000,1.04673,1133,0.70417,0.342557
G_96_264
,2043070,100000,1.15108,2889,0.737269,0.413816
G_96_265
,254100,100000,0.683179,1463,0.650258,0.0329212
G_96_267
,896392,100000,1.0444,2861,0.913326,0.131072
G_96_269
,126739,100000,0.862963,2686,0.84572,0.0172433
G_96_273
,187885,100000,0.795718,2314,0.752449,0.043269
G_96_275
,11274023,100000,2.86541,2970,0.946429,1.91899
G_96_283
,126380708,100000,20.1375,2589,0.726548,19.411
G_96_284
,11954,100000,0.302358,1249,0.294239,0.00811906
G_96_286
,18050,100000,0.854894,3644,0.846591,0.0083034
G_96_287
,16607,100000,0.756523,2869,0.747585,0.00893846
G_96_289
,31549,100000,0.66504,2066,0.655115,0.00992429
G_96_294
,19217,100000,0.732445,2597,0.723852,0.00859278
G_96_295
,137654,100000,0.857047,2494,0.834613,0.0224336
G_96_296
,189842,100000,0.672769,1620,0.649239,0.0235293
G_96_306
,111615,100000,0.702434,2556,0.686806,0.0156276
G_96_307
,30968,100000,0.909373,2703,0.898158,0.0112155
G_96_308
,85662,100000,0.933898,1735,0.915406,0.0184923
G_96_309
,37714,45056,0.379034,127,0.372751,0.00628235
G_96_313
,147709241,100000,26.3328,2599,0.723128,25.6097
G_96_316
,295908,100000,0.831556,3195,0.796406,0.0351502
G_96_317
,196114,100000,0.295745,130,0.25416,0.0415849
G_96_318
,42019,100000,0.781394,2062,0.770687,0.0107071
G_96_320
,396283,100000,0.864443,2171,0.821035,0.0434076
G_96_322
,209164,100000,0.771279,1931,0.740726,0.0305526
G_96_325
,78794,100000,0.81962,2900,0.804289,0.0153311
G_96_327
,73506,100000,0.963768,2208,0.943723,0.0200451
G_96_329
,64595,100000,0.933039,5525,0.920754,0.0122849
G_96_330
,22300,100000,0.592471,184,0.58267,0.00980083
G_96_331
,4481277,100000,1.76804,2918,1.00748,0.76056
G_96_332
,173530,100000,0.804239,3115,0.77954,0.0246997
G_96_333
,144503,100000,0.304138,379,0.283284,0.0208531
G_96_335
,81534,100000,0.805422,2841,0.791613,0.0138083
G_96_338
,115453,100000,0.824696,2577,0.806154,0.0185414
G_96_339
,212105,100000,1.00943,2453,0.983842,0.0255927
G_96_343
,9499273,100000,2.53444,1350,0.775605,1.75884
G_96_346
,62875,100000,0.772014,2182,0.758942,0.0130719
G_96_348
,407293,100000,0.982657,3830,0.91392,0.0687373
G_96_350
,332398,100000,0.829964,3296,0.76523,0.0647342
G_96_354
,14236,100000,0.713438,2789,0.705501,0.00793703
G_96_355
,25841,100000,0.795453,5072,0.785642,0.00981171
G_96_360
,165726,100000,0.841996,2263,0.820232,0.0217637
G_96_361
,92368,100000,0.273459,169,0.25088,0.0225788
G_96_362
,149642,100000,0.754194,1759,0.733021,0.0211728
G_96_363
,28088,100000,0.975685,5072,0.965286,0.0103989
G_96_386
,17328,100000,0.992559,2173,0.98445,0.00810886
G_96_392
,57465,100000,0.614172,1519,0.602942,0.0112299
G_96_394
,30515,100000,0.8337,3536,0.823787,0.00991281
G_96_396
,33852,100000,0.625449,2011,0.616334,0.00911442
G_96_398
,465682,100000,0.885944,3490,0.82864,0.0573046
