1 32 7642 100000 0.212666 1456 0.196423 0.016243
1 32 7642 100000 0.223024 1456 0.204773 0.0182506
1 32 7642 100000 0.136335 1456 0.120217 0.0161188
1 32 7642 100000 0.155857 1456 0.138974 0.0168821
1 32 7642 100000 0.162884 1456 0.146527 0.0163562
1 32 7642 100000 0.182481 1456 0.165815 0.016666
1 32 7642 100000 0.192285 1456 0.176756 0.0155284
1 32 7642 100000 0.137686 1456 0.121279 0.016407
1 32 7642 100000 0.211355 1456 0.180899 0.0304554
1 32 7642 100000 0.140058 1456 0.123554 0.0165033
1 32 7642 100000 0.198526 1456 0.181655 0.016871
1 32 7642 100000 0.157117 1456 0.140782 0.0163353
1 32 7638 100000 0.310259 1341 0.29966 0.0105989
