G_32_1
G_32_99
,25552,100000,0.31567,2605,0.307,0.00867021
G_32_100
,16349,100000,0.345384,636,0.335419,0.00996562
G_32_101
,4397251,100000,0.899338,1174,0.312801,0.586537
G_32_102
,136858,100000,0.45044,2019,0.425083,0.0253575
G_32_103
,38016,100000,0.301254,2681,0.289725,0.0115289
G_32_104
,428337,100000,0.517686,503,0.446472,0.0712139
G_32_105
,16141,100000,0.327007,1965,0.319139,0.00786817
G_32_106
,46730,100000,0.401926,2744,0.391277,0.0106489
G_32_107
,111727,100000,0.385404,1513,0.369746,0.0156584
G_32_108
,13589,100000,0.290805,1673,0.282431,0.00837457
G_32_109
,79408,100000,0.307624,2858,0.288458,0.0191661
G_32_110
,15441,100000,0.309413,491,0.300607,0.00880603
G_32_111
,16836,100000,0.251445,2176,0.243068,0.00837679
G_32_112
,37498,100000,0.325015,3233,0.314925,0.0100901
G_32_113
,186522,100000,0.286342,1180,0.260393,0.0259486
G_32_114
,13753,100000,0.264409,563,0.256132,0.00827651
G_32_115
,18265,100000,0.222662,1188,0.213846,0.00881623
G_32_116
,10598,100000,0.239371,963,0.232271,0.00709922
G_32_117
,42485,100000,0.289737,951,0.279752,0.00998446
G_32_118
,33515,100000,0.239481,1427,0.229819,0.00966228
G_32_119
,77669,100000,0.294455,2276,0.277356,0.0170989
G_32_120
,56127,100000,0.353441,4738,0.341893,0.0115479
G_32_121
,33914,100000,0.245596,2712,0.235934,0.00966186
G_32_122
,17784,100000,0.329619,1051,0.321675,0.00794416
G_32_123
,8154,100000,0.306004,639,0.298901,0.00710347
G_32_124
,14085,100000,0.202633,830,0.194428,0.00820523
G_32_125
,24059,100000,0.307562,1039,0.298439,0.00912308
G_32_126
,32310,100000,0.249037,1725,0.23981,0.0092271
G_32_127
,9083,100000,0.432483,340,0.423189,0.00929433
G_32_128
,14089,100000,0.332372,927,0.323902,0.00846927
G_32_129
,111861,100000,0.297696,899,0.277229,0.0204674
G_32_130
,83040,100000,0.387301,1437,0.37249,0.014811
G_32_131
,62150,100000,0.303569,1430,0.291483,0.0120854
G_32_132
,59241,100000,0.356289,4242,0.344322,0.0119677
G_32_133
,19661,100000,0.334187,1255,0.32548,0.00870746
G_32_134
,12037,100000,0.256961,1357,0.249248,0.00771214
G_32_135
,8915,100000,0.286936,589,0.278761,0.00817495
G_32_136
,127138,100000,0.317959,1306,0.298593,0.0193657
G_32_137
,7662,100000,0.284198,1058,0.277044,0.00715338
G_32_138
,12449,100000,0.289512,1245,0.282004,0.00750827
G_32_139
,8806,100000,0.290965,1053,0.283764,0.00720029
G_32_140
,69832,100000,0.281053,1537,0.269197,0.011856
G_32_141
,13915,100000,0.257797,1584,0.249779,0.00801786
G_32_142
,650695,100000,0.321039,1567,0.245679,0.0753601
G_32_143
,9440,100000,0.305662,1212,0.298203,0.00745927
G_32_144
,137366,100000,0.337015,907,0.311837,0.0251778
G_32_145
,20715,100000,0.341119,6436,0.333025,0.00809415
G_32_146
,20172,100000,0.289853,1549,0.281797,0.0080566
G_32_147
,153818,100000,0.405722,3050,0.385001,0.0207211
G_32_148
,8359,100000,0.303824,435,0.293355,0.0104696
G_32_149
,25707,100000,0.308361,1228,0.297867,0.0104939
G_32_150
,20450,100000,0.294347,3560,0.285827,0.00851974
G_32_151
,107230,100000,0.267053,1287,0.247747,0.0193056
G_32_152
,15657,100000,0.322329,889,0.313796,0.00853268
G_32_153
,74390,100000,0.357182,1308,0.344172,0.0130095
G_32_154
,11654,100000,0.322967,801,0.314341,0.00862646
G_32_155
,19341,100000,0.264282,652,0.255005,0.00927669
G_32_156
,8416,100000,0.275531,357,0.268129,0.00740181
G_32_157
,10431,100000,0.267289,2471,0.259845,0.00744403
G_32_158
,6983,100000,0.297521,924,0.290424,0.00709698
G_32_159
,15741,100000,0.24209,630,0.234004,0.00808597
G_32_160
,18162932,100000,2.76304,1179,0.257269,2.50577
G_32_161
,10144,100000,0.372466,880,0.364803,0.00766277
G_32_162
,1947205,100000,0.54547,1355,0.303088,0.242382
G_32_163
,16666,100000,0.268222,1260,0.259743,0.0084783
G_32_164
,40004,100000,0.322128,1845,0.312282,0.00984591
G_32_165
,13739,100000,0.525088,960,0.517639,0.00744945
G_32_166
,25341,100000,0.307226,828,0.297483,0.00974337
G_32_167
,18548,100000,0.368368,1100,0.360081,0.00828685
G_32_168
,9385,100000,0.24908,1388,0.241801,0.00727941
G_32_169
,73311,100000,0.292144,1765,0.279779,0.0123648
G_32_170
,33767,100000,0.305606,1272,0.296097,0.00950864
G_32_171
,20862,100000,0.442213,3978,0.433322,0.00889154
G_32_172
,20465,100000,0.251476,2253,0.242089,0.00938664
G_32_173
,8945,100000,0.178577,382,0.171155,0.00742271
G_32_174
,32612,100000,0.256915,1755,0.247511,0.00940459
G_32_175
,150193,100000,0.218245,358,0.187012,0.0312333
G_32_176
,75946,100000,0.24395,628,0.228455,0.0154948
G_32_177
,123211,100000,0.216316,1188,0.194597,0.0217185
G_32_178
,31243,100000,0.314584,1297,0.305571,0.00901342
G_32_179
,16313,100000,0.307286,1478,0.299279,0.00800651
G_32_180
,57206,100000,0.356795,4386,0.345657,0.0111377
G_32_181
,18555,100000,0.324176,932,0.315528,0.00864787
G_32_182
,13557,100000,0.317001,1269,0.3092,0.00780183
G_32_183
,27093,100000,0.341088,1435,0.332501,0.00858693
G_32_184
,25818,100000,0.359597,691,0.350388,0.0092087
G_32_185
,31144,100000,0.313362,2407,0.303771,0.00959124
G_32_186
,19319,100000,0.199719,801,0.190276,0.00944328
G_32_187
,36897,100000,0.339458,1255,0.329576,0.00988122
G_32_188
,40797,100000,0.237267,2040,0.224594,0.0126726
G_32_189
,8799,100000,0.213912,625,0.206506,0.00740653
G_32_190
,52186,100000,0.356271,1959,0.344497,0.0117742
G_32_191
,78,8,0.0674596,37,0.0674164,4.3247e-05
G_32_192
,301605797,100000,43.065,1063,0.277016,42.7879
G_32_193
,28509,100000,0.24093,1351,0.23196,0.00896997
G_32_194
,169486,100000,0.245968,2050,0.221615,0.0243529
G_32_195
,1163033,100000,0.452049,792,0.255312,0.196737
G_32_196
,95354,100000,0.380951,1876,0.36361,0.0173401
G_32_197
,27609,100000,0.252859,1390,0.243135,0.0097244
G_32_198
,38586,100000,0.421076,3012,0.411624,0.00945197
G_32_199
,9055,100000,0.493604,623,0.483654,0.00994999
G_32_200
,87560,100000,0.291007,1259,0.271907,0.0190995
G_32_201
,11297,100000,0.440377,857,0.431942,0.00843472
G_32_202
,216519,100000,0.303772,2751,0.276744,0.0270285
G_32_203
,12056,100000,0.280351,960,0.27312,0.00723158
G_32_204
,19360,100000,0.267418,1484,0.258814,0.00860469
G_32_205
,26710,100000,0.329477,732,0.320603,0.00887446
G_32_206
,48202,100000,0.396529,642,0.382502,0.0140263
G_32_207
,13160,100000,0.298739,591,0.289987,0.0087516
G_32_208
,30648,100000,0.319123,819,0.307008,0.0121156
G_32_209
,16675,100000,0.261454,962,0.253323,0.00813036
G_32_210
,43463,100000,0.382904,4367,0.37188,0.0110238
G_32_211
,9367,100000,0.332446,921,0.325024,0.00742252
G_32_212
,46397,100000,0.343744,1458,0.333432,0.0103127
G_32_213
,8339,100000,0.261011,421,0.252577,0.00843372
G_32_214
,8851,100000,0.258259,817,0.251215,0.00704447
G_32_215
,15985,100000,0.257189,985,0.248766,0.00842308
G_32_216
,11091,100000,0.27875,1070,0.271603,0.00714627
G_32_217
,80833,100000,0.322084,3787,0.307905,0.0141794
G_32_218
,14712,100000,0.372066,620,0.36365,0.0084155
G_32_219
,277961,100000,0.331273,2835,0.300736,0.0305371
G_32_220
,60841,100000,0.421655,5540,0.410015,0.0116406
G_32_221
,15724,100000,0.36572,5149,0.357927,0.00779305
G_32_222
,15595,100000,0.336897,914,0.328509,0.00838763
G_32_223
,22722,100000,0.223849,975,0.213831,0.0100172
G_32_224
,16150,100000,0.258055,1400,0.250014,0.00804093
G_32_225
,32372,100000,0.424295,1388,0.415198,0.00909746
G_32_226
,88075,100000,0.356031,2301,0.342656,0.0133749
G_32_227
,8934,100000,0.27549,762,0.268272,0.00721774
G_32_228
,24096,100000,0.301269,2046,0.292833,0.00843591
G_32_229
,29238,100000,0.339919,903,0.329706,0.0102124
G_32_230
,34543,100000,0.357008,947,0.345064,0.0119439
G_32_231
,25948,100000,0.281585,2217,0.27278,0.00880558
G_32_232
,22085,100000,0.37172,5224,0.362783,0.00893661
G_32_233
,27917,100000,0.306374,3770,0.29759,0.00878422
G_32_234
,55136,100000,0.295632,1946,0.277995,0.0176362
G_32_235
,10031,100000,0.225398,616,0.21716,0.00823846
G_32_236
,52197,100000,0.373735,1955,0.361798,0.0119368
G_32_237
,57541,100000,0.379334,5194,0.366973,0.0123613
G_32_238
,38711,100000,0.317237,1981,0.307285,0.00995215
G_32_239
,18602,100000,0.289351,1163,0.281423,0.00792828
G_32_240
,3740,100000,0.455339,1292,0.448732,0.00660751
G_32_241
,15095,100000,0.317285,847,0.309462,0.00782288
G_32_242
,117370,100000,0.314451,2815,0.296821,0.0176302
G_32_243
,60387,100000,0.304565,1195,0.291654,0.0129106
G_32_244
,10612,100000,0.279509,1974,0.272313,0.00719594
G_32_245
,13108,100000,0.419911,3214,0.41227,0.00764121
G_32_246
,13729,100000,0.273303,1391,0.265143,0.00816019
G_32_247
,7993,100000,0.203761,1932,0.196661,0.00709948
G_32_248
,15518,100000,0.253915,2158,0.245855,0.00805998
G_32_249
,138223,100000,0.296793,1094,0.274569,0.022223
G_32_250
,44683,100000,0.174294,66,0.152008,0.0222864
G_32_251
,13592,100000,0.353792,878,0.345879,0.0079128
G_32_252
,110000,100000,0.406749,983,0.389345,0.0174043
G_32_253
,25397,100000,0.389639,3211,0.381165,0.00847425
G_32_254
,34979,100000,0.323964,803,0.312197,0.0117668
G_32_255
,12138,100000,0.233455,1108,0.225667,0.00778851
G_32_256
,154172,100000,0.337969,3207,0.318446,0.0195226
G_32_257
,9066,100000,0.385635,338,0.372245,0.0133895
G_32_258
,6864,100000,0.263003,955,0.255712,0.00729064
G_32_259
,305369,100000,0.32112,2660,0.281166,0.0399538
G_32_260
,66623,100000,0.215735,2086,0.201855,0.0138797
G_32_261
,122202,100000,0.335602,4346,0.318139,0.0174635
G_32_262
,9979,100000,0.241858,2120,0.23488,0.00697868
G_32_263
,60653,100000,0.28842,2824,0.277112,0.011308
G_32_264
,10244,100000,0.318099,647,0.311029,0.00707092
G_32_265
,188950,100000,0.350446,2330,0.321252,0.029194
G_32_266
,19679,100000,0.283697,1224,0.275655,0.00804212
G_32_267
,99413,100000,0.345937,1222,0.330639,0.0152978
G_32_268
,13831,100000,0.36694,1342,0.359316,0.00762383
G_32_269
,8566,100000,0.35766,3638,0.350621,0.00703874
G_32_270
,32895,100000,0.423916,689,0.409834,0.0140819
G_32_271
,41746,100000,0.271648,1301,0.257425,0.0142229
G_32_272
,95287624,100000,13.4585,1113,0.295079,13.1635
G_32_274
,45382,100000,0.324138,1832,0.312863,0.0112746
G_32_275
,12000,100000,0.353538,555,0.34515,0.0083875
G_32_276
,617805,100000,0.488566,1171,0.399526,0.0890398
G_32_277
,22465,100000,0.255716,985,0.246674,0.00904162
G_32_278
,43718,100000,0.33809,826,0.327165,0.010925
G_32_279
,51017,100000,0.277225,1451,0.26642,0.010805
G_32_280
,145773,100000,0.303295,1129,0.283745,0.0195493
G_32_281
,14214,100000,0.231508,626,0.223196,0.00831205
G_32_282
,14580,100000,0.2187,355,0.210351,0.00834826
G_32_283
,69663,100000,0.337892,1816,0.325651,0.0122403
G_32_284
,126942,100000,0.319474,1060,0.30298,0.0164949
G_32_285
,16546,100000,0.182324,414,0.174044,0.0082795
G_32_286
,17135342,100000,2.72312,825,0.214686,2.50843
G_32_287
,46014,100000,0.309684,1596,0.298033,0.0116505
G_32_288
,11473,100000,0.273761,454,0.26636,0.00740088
G_32_289
,37181,100000,0.424009,1711,0.414782,0.00922699
G_32_290
,78307,100000,0.23017,1371,0.213475,0.0166951
G_32_291
,13471,100000,0.414421,774,0.406142,0.00827945
G_32_292
,63006,100000,0.30096,820,0.286446,0.0145147
G_32_293
,36605,100000,0.799426,608,0.788318,0.0111077
G_32_294
,6767,100000,0.467903,657,0.460382,0.0075212
G_32_295
,33917,100000,0.307908,2294,0.295355,0.0125534
G_32_296
,10099,100000,0.265518,911,0.258202,0.00731561
G_32_297
,17411,100000,0.291762,2108,0.283666,0.00809535
G_32_298
,105875,100000,0.314604,681,0.293682,0.0209221
G_32_299
,24815,100000,0.325646,1319,0.315687,0.00995877
G_32_300
,12578,100000,0.320453,881,0.311692,0.00876132
G_32_301
,25768,100000,0.392983,1550,0.384117,0.00886661
G_32_302
,27492,100000,0.370109,2667,0.357668,0.0124417
G_32_303
,1208064,100000,0.484775,1521,0.312489,0.172286
G_32_304
,10494,100000,0.289112,966,0.281543,0.00756866
G_32_305
,39864,100000,0.254413,1023,0.244548,0.00986515
G_32_306
,144039,100000,0.28678,2330,0.266888,0.019892
G_32_307
,36315,100000,0.360825,2031,0.351333,0.0094923
G_32_308
,12591,100000,0.316095,832,0.308517,0.00757736
G_32_309
,99326,100000,0.280439,909,0.26409,0.0163483
G_32_310
,57237,100000,0.34158,1253,0.328896,0.0126835
G_32_311
,7682,100000,0.283848,1186,0.276471,0.00737608
G_32_312
,60388,100000,0.282296,1210,0.270778,0.0115186
G_32_313
,2724354,100000,0.582855,1436,0.231116,0.35174
G_32_314
,70240,100000,0.341111,2219,0.328108,0.0130031
G_32_315
,10758,100000,0.374307,1674,0.367179,0.00712772
G_32_316
,35057,100000,0.308661,3031,0.298866,0.00979549
G_32_317
,43100,100000,0.351149,1033,0.338058,0.0130911
G_32_318
,27101,100000,0.268223,2826,0.259361,0.00886227
G_32_319
,12149,100000,0.25885,621,0.251342,0.00750824
G_32_320
,17612,100000,0.215334,1500,0.207395,0.00793885
G_32_321
,56520,100000,0.250058,1272,0.237775,0.0122822
G_32_322
,26858,100000,0.365437,869,0.355192,0.0102448
G_32_323
,2056958,100000,0.68941,634,0.296666,0.392744
G_32_324
,21169,100000,0.348185,4144,0.34017,0.00801469
G_32_325
,19808,100000,0.246755,1520,0.238568,0.00818695
G_32_326
,12088,100000,0.340937,1263,0.333441,0.00749633
G_32_327
,69207,100000,0.378908,1813,0.363607,0.0153015
G_32_328
,103965,100000,0.452821,1468,0.429648,0.0231734
G_32_329
,787192154,100000,134.866,896,0.231629,134.634
G_32_330
,23365,100000,0.39306,1348,0.383702,0.00935888
G_32_331
,11500,100000,0.199629,348,0.192519,0.00710986
G_32_332
,225816,100000,0.35711,3329,0.329287,0.0278239
G_32_333
,22396,100000,0.307574,4234,0.299505,0.00806964
G_32_334
,9762,100000,0.252945,678,0.244818,0.00812715
G_32_335
,77409,100000,0.330027,565,0.311277,0.01875
G_32_336
,10428,100000,0.331231,1859,0.323403,0.00782848
G_32_337
,24704,100000,0.274372,1393,0.264336,0.0100361
G_32_338
,43189,100000,0.285073,2849,0.274595,0.0104775
G_32_339
,36554,100000,0.277697,679,0.263909,0.0137877
G_32_340
,18153,100000,0.267009,2353,0.258177,0.00883123
G_32_341
,15981,100000,0.263349,1065,0.255091,0.00825779
G_32_342
,18820,100000,0.315432,1240,0.307682,0.00775018
G_32_343
,138024,100000,0.260447,1254,0.240828,0.019619
G_32_344
,3149,100000,0.242311,986,0.235573,0.00673864
G_32_345
,32048,100000,0.22188,679,0.212474,0.00940574
G_32_346
,92187,100000,0.238415,750,0.217525,0.0208895
G_32_347
,10500,100000,0.302792,1315,0.295489,0.00730286
G_32_348
,33976,100000,0.423842,724,0.414683,0.00915868
G_32_349
,70369,100000,0.302556,2646,0.289369,0.0131879
G_32_351
,10035,100000,0.364433,1034,0.357127,0.00730547
G_32_352
,35744,100000,0.260386,929,0.250401,0.00998452
G_32_353
,11496,100000,0.299099,1345,0.290906,0.00819336
G_32_354
,15594,100000,0.314378,1612,0.30637,0.0080086
G_32_355
,21140,100000,0.434159,625,0.424248,0.00991127
G_32_356
,59631,100000,0.300228,1195,0.288257,0.011971
G_32_357
,84495,100000,0.366514,1488,0.350262,0.0162519
G_32_358
,29406,100000,0.21353,1630,0.203332,0.0101986
G_32_359
,38075,100000,0.312568,783,0.300458,0.0121106
G_32_360
,19351,100000,0.178466,649,0.16892,0.00954589
G_32_361
,14770,100000,0.313336,756,0.304894,0.00844216
G_32_362
,78207,100000,0.280465,831,0.265741,0.014724
G_32_363
,16950,100000,0.272993,1267,0.264676,0.00831698
G_32_364
,20029,100000,0.224278,637,0.215641,0.00863717
G_32_365
,33235656,100000,5.09513,807,0.318061,4.77707
G_32_366
,18578,100000,0.330667,1063,0.322218,0.00844918
G_32_367
,32102,100000,0.321184,766,0.309948,0.0112355
G_32_368
,144292,100000,0.294635,2534,0.274667,0.019968
G_32_370
,17451,100000,0.23318,1249,0.224978,0.00820262
G_32_371
,47121,100000,0.378766,1888,0.367621,0.0111454
G_32_372
,15501,100000,0.40048,565,0.390956,0.00952331
G_32_373
,118606,100000,0.362899,3336,0.347446,0.0154539
G_32_374
,14054,100000,0.228735,889,0.220184,0.0085508
G_32_375
,7474,100000,0.345139,1366,0.337479,0.00766017
G_32_376
,17878,100000,0.246575,933,0.23776,0.00881586
G_32_377
,12578,100000,0.187799,711,0.17949,0.00830918
G_32_378
,55011,100000,0.390471,795,0.376863,0.0136081
G_32_379
,23232,100000,0.268977,2263,0.2606,0.00837706
G_32_380
,16456,100000,0.174631,365,0.166064,0.00856693
G_32_381
,19846,100000,0.356207,1250,0.346515,0.00969208
G_32_382
,8480,100000,0.310917,1383,0.303808,0.0071086
G_32_383
,26559,100000,0.211726,971,0.201814,0.00991161
G_32_384
,25653,100000,0.300634,1518,0.292009,0.00862484
G_32_385
,15700,100000,0.439301,608,0.430691,0.00860987
G_32_386
,12453,100000,0.26481,1240,0.256902,0.00790838
G_32_387
,174460,100000,0.42788,2834,0.406857,0.0210232
G_32_388
,20755,100000,0.24773,1057,0.238361,0.00936953
G_32_389
,22479,100000,0.251033,1106,0.242679,0.00835369
G_32_390
,129159,100000,0.273976,992,0.256048,0.0179277
G_32_391
,17892,100000,0.53272,618,0.524705,0.00801535
G_32_392
,27717,100000,0.233274,571,0.222486,0.0107875
G_32_393
,27437,100000,0.391114,1864,0.382302,0.00881244
G_32_394
,14954,100000,0.177367,435,0.169131,0.00823595
G_32_395
,175211,100000,0.243068,888,0.218885,0.0241832
G_32_396
,16026,100000,0.270149,880,0.261615,0.00853391
G_32_397
,412100,100000,0.310343,765,0.240649,0.0696941
G_32_398
,265510,100000,0.329923,979,0.28979,0.0401331
G_32_399
,56063,100000,0.42571,975,0.412279,0.0134306
G_32_400
,46505,100000,0.246294,1303,0.234573,0.0117213
