G_32_1
,7725,100000,0.349643,1341,0.342314,0.00732892
G_32_2
,255931,100000,0.396723,1647,0.356285,0.0404387
G_32_3
,26270,100000,0.311483,1192,0.3009,0.0105829
G_32_4
,71650,100000,0.272559,1023,0.257293,0.0152658
G_32_5
,227534,100000,0.243281,1072,0.216896,0.0263846
G_32_6
,271081338,100000,31.5483,2895,0.317299,31.231
G_32_7
,118151,100000,0.320567,1463,0.304362,0.0162044
G_32_8
,14409,100000,0.396225,929,0.388556,0.00766891
G_32_9
,18743,100000,0.295473,845,0.287333,0.00813941
G_32_10
,15438,100000,0.228056,800,0.219115,0.00894093
G_32_11
,99357915,100000,16.4515,1125,0.336208,16.1153
G_32_12
,254084,100000,0.330223,2588,0.297914,0.0323097
G_32_13
,82769,100000,0.260038,1458,0.243986,0.016053
G_32_14
,28843,100000,0.315258,1520,0.304018,0.0112397
G_32_15
,39638,100000,0.317638,3659,0.30759,0.0100482
G_32_16
,39422,100000,0.293164,1557,0.283632,0.00953156
G_32_17
,19648,100000,0.29215,621,0.283851,0.00829885
G_32_18
,28463,100000,0.342823,2679,0.334205,0.008618
G_32_19
,50156,100000,0.356308,5818,0.345067,0.0112407
G_32_20
,9803,100000,0.352929,628,0.345634,0.00729447
G_32_21
,67991,100000,0.284845,1734,0.272143,0.0127023
G_32_22
,16297,100000,0.406573,1111,0.397584,0.00898845
G_32_23
,15302,100000,0.360557,1411,0.352384,0.00817298
G_32_24
,14734,100000,0.336974,1202,0.329395,0.00757934
G_32_25
,24475,100000,0.280673,1746,0.271726,0.0089461
G_32_26
,142318,100000,0.26795,2007,0.247487,0.0204624
G_32_27
,72817,100000,0.316969,4510,0.303874,0.0130948
G_32_28
,8393,100000,0.310039,656,0.302723,0.00731612
G_32_29
,16159,100000,0.349372,1275,0.340623,0.00874935
G_32_30
,142822,100000,0.296581,2321,0.277245,0.0193362
G_32_31
,10307,100000,0.292879,1011,0.285587,0.00729176
G_32_32
,27372,100000,0.339785,4597,0.331006,0.00877852
G_32_33
,6683595,100000,1.29684,1864,0.321672,0.975171
G_32_34
,9513,100000,0.282156,1062,0.274218,0.00793785
G_32_35
,36151,100000,0.294592,3519,0.285043,0.00954938
G_32_36
,185918,100000,0.333955,1423,0.310295,0.0236595
G_32_37
,45953,100000,0.338067,2155,0.327025,0.0110423
G_32_38
,7961,100000,0.323969,756,0.316389,0.00758043
G_32_39
,13411,100000,0.253685,1184,0.245932,0.00775237
G_32_40
,169923,100000,0.225242,747,0.202428,0.0228143
G_32_41
,26943,100000,0.369609,1889,0.361042,0.00856691
G_32_42
,70165,100000,0.362889,2201,0.3485,0.0143889
G_32_43
,118915,100000,0.47428,767,0.4569,0.0173798
G_32_44
,68879,100000,0.286035,2542,0.273072,0.0129622
G_32_45
,264816,100000,0.24767,1387,0.21425,0.0334196
G_32_46
,27557,100000,0.343232,3012,0.334466,0.00876566
G_32_47
,20715,100000,0.285406,1995,0.276313,0.00909278
G_32_48
,172229,100000,0.343948,942,0.309851,0.0340966
G_32_49
,14601,100000,0.269393,917,0.261329,0.00806467
G_32_50
,63543,100000,0.28855,2411,0.276893,0.0116564
G_32_51
,21230,100000,0.300008,1582,0.291767,0.00824112
G_32_52
,119061,100000,0.516311,1931,0.498214,0.0180967
G_32_53
,26970,100000,0.235477,1965,0.226322,0.00915541
G_32_54
,24492,100000,0.378729,932,0.368014,0.0107154
G_32_55
,13344,100000,0.238973,349,0.230738,0.00823502
G_32_56
,18568,100000,0.182794,988,0.174003,0.00879137
G_32_57
,216326,100000,0.328077,1845,0.301445,0.0266323
G_32_58
,32007,100000,0.389783,6769,0.380426,0.00935777
G_32_59
,7778,100000,0.252429,1123,0.245326,0.00710285
G_32_60
,104019,100000,0.398319,1378,0.380492,0.0178263
G_32_61
,43642,100000,0.274653,586,0.260281,0.0143726
G_32_62
,23956,100000,0.391224,619,0.382725,0.00849821
G_32_63
,31602,100000,0.279294,1420,0.270118,0.00917557
G_32_64
,10998,100000,0.268364,562,0.259946,0.00841755
G_32_65
,15849,100000,0.294303,1331,0.286191,0.00811174
G_32_66
,11372,100000,0.259305,884,0.251654,0.0076507
G_32_67
,12011,100000,0.358578,848,0.35063,0.00794825
G_32_68
,89422,100000,0.289812,1062,0.273007,0.0168048
G_32_69
,103194,100000,0.302728,1683,0.286966,0.0157624
G_32_70
,138482,100000,0.351608,1153,0.330423,0.0211857
G_32_71
,23957,100000,0.43204,1158,0.421486,0.0105541
G_32_72
,271088,100000,0.30933,1988,0.267497,0.0418333
G_32_73
,126719,100000,0.34711,1948,0.327236,0.0198742
G_32_74
,20189,100000,0.225775,544,0.217442,0.00833239
G_32_75
,26083,100000,0.275046,827,0.264898,0.0101479
G_32_76
,8954130,100000,1.44803,1092,0.280635,1.16739
G_32_77
,45685,100000,0.212099,1863,0.201142,0.010957
G_32_78
,20975,100000,0.19493,632,0.186125,0.00880476
G_32_79
,65675,100000,0.272084,2362,0.260159,0.0119248
G_32_80
,116535,100000,0.276394,2383,0.260191,0.0162022
G_32_81
,8742,100000,0.330214,533,0.320533,0.00968022
G_32_82
,39,12,0.15837,40,0.15833,4.0465e-05
G_32_83
,38704,100000,0.204653,1012,0.193803,0.0108497
G_32_84
,23025,100000,0.304835,1282,0.29074,0.0140953
G_32_85
,8703,100000,0.20697,406,0.198531,0.00843855
G_32_86
,10436,100000,0.234582,901,0.226731,0.00785103
G_32_87
,55325,100000,0.361061,1530,0.34932,0.0117412
G_32_88
,52314,100000,0.305315,1275,0.293259,0.0120568
G_32_89
,18286,100000,0.357618,1310,0.348496,0.00912156
G_32_90
,15412,100000,0.309022,910,0.300609,0.00841308
G_32_91
,15873,100000,0.296698,854,0.288291,0.00840696
G_32_92
,67730,100000,0.327827,974,0.311867,0.0159606
G_32_93
,22313,100000,0.216459,523,0.207185,0.00927464
G_32_94
,13291,100000,0.308664,961,0.301211,0.00745316
G_32_95
,13127,100000,0.203374,446,0.195964,0.00741058
G_32_96
,43923,100000,0.287705,1180,0.276147,0.0115579
G_32_97
,18012,100000,0.238072,827,0.230186,0.00788518
G_32_98
,10833,100000,0.224621,1560,0.216768,0.00785367
